UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,DocumentNumber,Status,DODAAC,UIC,UnitName,RPD,SignalCode,FundCode,ProjectCode,SupplementaryAddress,RequestType,RequiredDeliveryDate,ShipToDODAAC,ShipToName,ShipToAddress1,ShipToAddress2,ShipToCity,ShipToState,ShipToZIP,Justification,JustificationText,LineCount,TotalValue,EnteredDate,EnteredBy,SubmittedDate,ReviewedBy,ApprovedDate,VendorKey,VendorName,ReleasedDate,ReleasedBy,EstimatedShipDate,CancelReason,CancelledDate,CancelledBy,StatusHistory,DocReaders,DocAuthors,Priority,LastModifiedBy,LastModifiedDate,StatusInquiryKey,RequesterName,RequesterRank,RequesterRole,RequesterPhone,RequesterEmail
BFC9F663CE097BF66FCCDF749468A503,NT000356,,07/04/2026 07:38:36,08/11/2026 23:38:36,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,WB8QWH61851626,Shipped,WB8QWH,W3TWRA,81st Readiness Division (Army Reserve),15,A,AR,VEA,WB8QWH,Distinguishing Flag,10/24/2026,WB8QWH,81st Readiness Division (Army Reserve),"Bldg 9509, Property Book Office",Fort Jackson,Columbia,SC,29207,Replacement - unserviceable,Replacement - unserviceable - 81st Readiness Division (Army Reserve),2,819.00,07/04/2026,CN=Rosalind Ruggiero/OU=Units/O=Army,07/10/2026 10:38:36,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,07/20/2026 17:38:36,5KSB9,Keystone Standards & Banners,07/29/2026 19:38:36,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,09/30/2026,,,,07/04/2026 07:38 | (new) -> Draft | Rosalind Ruggiero;07/10/2026 10:38 | Draft -> Submitted | Rosalind Ruggiero;07/18/2026 16:38 | Submitted -> Under Review | Ignatius Pardo;07/20/2026 17:38 | Under Review -> Approved | Ignatius Pardo;07/29/2026 19:38 | Approved -> Released to Vendor | Ignatius Pardo;07/31/2026 20:38 | Released to Vendor -> In Production | Vendor Portal;08/11/2026 23:38 | In Production -> Shipped | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WB8QWH;CN=Rosalind Ruggiero/OU=Units/O=Army;5KSB9,CN=Rosalind Ruggiero/OU=Units/O=Army;[TACOM],Routine,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,08/11/2026 23:38:36,WB8QWH61851626|WB8QWH|W3TWRA,Rosalind Ruggiero,LTC,Other,(586) 555-1359,rosalind.ruggiero.mil@example.mil
FD6B62225C60BA10581A66D43E55DB1A,NT000357,,04/08/2026 14:46:47,05/11/2026 05:46:47,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,W8ND2A60982117,Shipped,W8ND2A,WAAKAA,"1st Battalion, 3rd Infantry Regiment (The Old Guard)",05,M,AR,,W8ND2A,Distinguishing Flag,07/15/2026,W8ND2A,"1st Battalion, 3rd Infantry Regiment (The Old Guard)","Bldg 6741, Property Book Office",Fort Myer,Arlington,VA,22211,Reflagging,"Reflagging - 1st Battalion, 3rd Infantry Regiment (The Old Guard)",2,1089.06,20260408,CN=Ines Umstead/OU=Units/O=Army,04/09/2026 16:46:47,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,04/26/2026 19:46:47,8BLU5,Bluegrass Heraldic Supply,04/29/2026 20:46:47,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,06/06/2026,,,,04/08/2026 14:46 | (new) -> Draft | Ines Umstead;04/09/2026 16:46 | Draft -> Submitted | Ines Umstead;04/18/2026 17:46 | Submitted -> Under Review | Yolanda Strickland-Oby;04/26/2026 19:46 | Under Review -> Approved | Yolanda Strickland-Oby;04/29/2026 20:46 | Approved -> Released to Vendor | Yolanda Strickland-Oby;05/03/2026 00:46 | Released to Vendor -> In Production | Vendor Portal;05/11/2026 05:46 | In Production -> Shipped | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;CN=Ines Umstead/OU=Units/O=Army;8BLU5,CN=Ines Umstead/OU=Units/O=Army;[TACOM],Routine,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,05/11/2026 05:46:47,W8ND2A60982117|W8ND2A|WAAKAA,Ines Umstead,1LT,Other,(912) 555-5377,ines.umstead.mil@example.mil
CFDA4A4B6F88CB8FE59797A0B31D6981,NT000358,,01/22/2026 16:00:33,03/05/2026 16:00:33,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WEKX1S60223836,shiped,WEKX1S,W9LMPA,"3rd Brigade Combat Team, 82nd Airborne Division",15,M,AR,U8N,WEKX1S,Positional Color,05/20/2026,WEKX1S,"3rd Brigade Combat Team, 82nd Airborne Division","Bldg 8922, Property Book Office",Fort Bragg,Fort Bragg,NC,28310,Change of Command,"Change of Command - 3rd Brigade Combat Team, 82nd Airborne Division",3,3004.32,01/22/2026,CN=Darnell Sandoval/OU=Units/O=Army,01/29/2026 20:00:33,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,02/15/2026 23:00:33,8BLU5,Bluegrass Heraldic Supply,02/17/2026 07:00:33,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,04/01/2026,,,,01/22/2026 16:00 | (new) -> Draft | Darnell Sandoval;01/29/2026 20:00 | Draft -> Submitted | Darnell Sandoval;02/08/2026 22:00 | Submitted -> Under Review | Dwayne Petrakis;02/15/2026 23:00 | Under Review -> Approved | Dwayne Petrakis;02/17/2026 07:00 | Approved -> Released to Vendor | Dwayne Petrakis;03/01/2026 15:00 | Released to Vendor -> In Production | Vendor Portal;03/05/2026 16:00 | In Production -> Shipped | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;CN=Darnell Sandoval/OU=Units/O=Army;8BLU5,CN=Darnell Sandoval/OU=Units/O=Army;[TACOM],Routine,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,03/05/2026 16:00:33,WEKX1S60223836|WEKX1S|W9LMPA,Darnell Sandoval,MSG,Executive Officer,(315) 555-6566,darnell.sandoval.mil@example.mil
6C956840D98B4C6104CB88AF4B029DE3,NT000359,,07/04/2026 08:18:31,08/14/2026 05:18:31,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,WJMJXA61852678,In Production,WJMJXA,W4RSJA,35th Air Defense Artillery Brigade,15,J,AR,,WJMJXA,Guidon,2026-09-21,WJMJXA,35th Air Defense Artillery Brigade,"Bldg 465, Property Book Office",Fort Bliss,El Paso,TX,79916,Ceremony,Ceremony - 35th Air Defense Artillery Brigade,1,2019.00,07/04/2026,CN=Lucille Hollingsworth/OU=Units/O=Army,07/12/2026 12:18:31,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,08/01/2026 00:18:31,1CLR7,"Clearfield Colors & Regalia, Inc.",08/05/2026 02:18:31,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,10/23/2026,,,,07/04/2026 08:18 | (new) -> Draft | Lucille Hollingsworth;07/12/2026 12:18 | Draft -> Submitted | Lucille Hollingsworth;07/24/2026 19:18 | Submitted -> Under Review | Cletus Marchbanks;08/01/2026 00:18 | Under Review -> Approved | Cletus Marchbanks;08/05/2026 02:18 | Approved -> Released to Vendor | Cletus Marchbanks;08/14/2026 05:18 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WJMJXA;CN=Lucille Hollingsworth/OU=Units/O=Army;1CLR7,CN=Lucille Hollingsworth/OU=Units/O=Army;[TACOM],Routine,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,08/14/2026 05:18:31,WJMJXA61852678|WJMJXA|W4RSJA,Lucille Hollingsworth,SSG,Executive Officer,(315) 555-1869,lucille.hollingsworth.mil@example.mil
D89B1F21477AA632AC75CA71896E4C32,NT000360,,05/08/2026 16:31:14,06/10/2026 10:31:14,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,W8ND2A61286979,In Production,W8ND2A,WAAKAA,"1st Battalion, 3rd Infantry Regiment (The Old Guard)",03,M,2B,,W8ND2A,Organizational Color,07/05/2026,W8ND2A,"1st Battalion, 3rd Infantry Regiment (The Old Guard)","Bldg 9327, Property Book Office",Fort Myer,Arlington,VA,22211,Reflagging,"Unit reflagged effective 07/07/2026 per Permanent Orders 134-19.
Existing colors are unserviceable (""fringe detached, staining on the field""), see attached photos.
Commander requests delivery before the activation ceremony, 1,200 attendees expected.",1,302.23,05/08/2026,CN=Ines Umstead/OU=Units/O=Army,05/13/2026 18:31:14,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,05/31/2026 00:31:14,7GRN1,Green Mountain Embroidery Co.,06/08/2026 04:31:14,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,07/20/2026,,,,05/08/2026 16:31 | (new) -> Draft | Ines Umstead;05/13/2026 18:31 | Draft -> Submitted | Ines Umstead;05/18/2026 23:31 | Submitted -> Under Review | Ignatius Pardo;05/31/2026 00:31 | Under Review -> Approved | Ignatius Pardo;06/08/2026 04:31 | Approved -> Released to Vendor | Ignatius Pardo;06/10/2026 10:31 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;CN=Ines Umstead/OU=Units/O=Army;7GRN1,CN=Ines Umstead/OU=Units/O=Army;[TACOM],Routine,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,06/10/2026 10:31:14,W8ND2A61286979|W8ND2A|WAAKAA,Ines Umstead,1LT,Other,(912) 555-5377,ines.umstead.mil@example.mil
0007624C33B0A0437D10AF484BB2F072,NT000361,,07/10/2026 10:01:58,08/04/2026 00:01:58,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,WEKX1S61915302,Released to Vendor,WEKX1S,W9LMPA,"3rd Brigade Combat Team, 82nd Airborne Division",05,J,2B,,WEKX1S,Positional Color,2026-10-26,WEKX1S,"3rd Brigade Combat Team, 82nd Airborne Division","Bldg 8236, Property Book Office",Fort Bragg,Fort Bragg,NC,28310,Reflagging,"Reflagging - 3rd Brigade Combat Team, 82nd Airborne Division",2,5737.00,07/10/2026,CN=Lucille Lockridge/OU=Units/O=Army,07/13/2026 12:01:58,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,07/26/2026 22:01:58,5KSB9,Keystone Standards & Banners,08/04/2026 00:01:58,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,09/10/2026,,,,07/10/2026 10:01 | (new) -> Draft | Lucille Lockridge;07/13/2026 12:01 | Draft -> Submitted | Lucille Lockridge;07/25/2026 15:01 | Submitted -> Under Review | Ignatius Pardo;07/26/2026 22:01 | Under Review -> Approved | Ignatius Pardo;08/04/2026 00:01 | Approved -> Released to Vendor | Ignatius Pardo,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;CN=Lucille Lockridge/OU=Units/O=Army;5KSB9,CN=Lucille Lockridge/OU=Units/O=Army;[TACOM],Routine,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,08/04/2026 00:01:58,WEKX1S61915302|WEKX1S|W9LMPA,Lucille Lockridge,SGT,Executive Officer,(910) 555-5442,lucille.lockridge.mil@example.mil
AA9D181EAE9593DCF33916D3D4BF1500,NT000362,,02/18/2026 13:15:34,03/28/2026 05:15:34,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,WFTYWM60494251,Released to Vendor,WFTYWM,WCE7AA,101st Combat Aviation Brigade,13,J,2B,,WFTYWM,Positional Color,05/19/2026,WFTYWM,101st Combat Aviation Brigade,"Bldg 5204, Property Book Office",Fort Campbell,Fort Campbell,KY,42223,Deployment,Deployment - 101st Combat Aviation Brigade,4,6594.74,02/18/2026,CN=Theresa Underhill-Voss/OU=Units/O=Army,02/22/2026 19:15:34,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,03/19/2026 04:15:34,3SRF2,Surf City Flag Works LLC,03/28/2026 05:15:34,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,04/29/2026,,,,02/18/2026 13:15 | (new) -> Draft | Theresa Underhill-Voss;02/22/2026 19:15 | Draft -> Submitted | Theresa Underhill-Voss;03/06/2026 22:15 | Submitted -> Under Review | Yolanda Strickland-Oby;03/19/2026 04:15 | Under Review -> Approved | Yolanda Strickland-Oby;03/28/2026 05:15 | Approved -> Released to Vendor | Yolanda Strickland-Oby,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WFTYWM;CN=Theresa Underhill-Voss/OU=Units/O=Army;3SRF2,CN=Theresa Underhill-Voss/OU=Units/O=Army;[TACOM],Routine,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,03/28/2026 05:15:34,WFTYWM60494251|WFTYWM|WCE7AA,Theresa Underhill-Voss,PFC,Executive Officer,(586) 555-6861,theresa.underhillvoss.mil@example.mil
FEC3382533A7E774B64D62F162D75594,NT000363,,07/16/2026 14:11:45,08/09/2026 05:11:45,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,WEKX1S61979563,Released to Vendor,WEKX1S,W9LMPA,"3rd Brigade Combat Team, 82nd Airborne Division",05,M,21,,WEKX1S,Distinguishing Flag,09/20/2026,WEKX1S,"3rd Brigade Combat Team, 82nd Airborne Division","Bldg 2129, Property Book Office",Fort Bragg,Fort Bragg,NC,28310,Reflagging,"Reflagging - 3rd Brigade Combat Team, 82nd Airborne Division",2,397.11,07/16/2026,CN=Lucille Lockridge/OU=Units/O=Army,07/18/2026 20:11:45,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,07/31/2026 02:11:45,3SRF2,Surf City Flag Works LLC,08/09/2026 05:11:45,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,11/05/2026,,,,"07/16/2026 14:11 | (new) -> Draft | Lucille Lockridge
07/18/2026 20:11 | Draft -> Submitted | Lucille Lockridge
07/24/2026 01:11 | Submitted -> Under Review | Cletus Marchbanks
07/31/2026 02:11 | Under Review -> Approved | Cletus Marchbanks
08/09/2026 05:11 | Approved -> Released to Vendor | Cletus Marchbanks",[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;CN=Lucille Lockridge/OU=Units/O=Army;3SRF2,CN=Lucille Lockridge/OU=Units/O=Army;[TACOM],Routine,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,08/09/2026 05:11:45,WEKX1S61979563|WEKX1S|W9LMPA,Lucille Lockridge,SGT,Executive Officer,(910) 555-5442,lucille.lockridge.mil@example.mil
E9DAA847CB677420459F9162D3F55D51,NT000364,,03/16/2026 07:24:36,04/04/2026 00:24:36,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,W8ND2A60750158,Approved,W8ND2A,WAAKAA,"1st Battalion, 3rd Infantry Regiment (The Old Guard)",03,A,AR,,W8ND2A,Streamer,05/21/2026,W8ND2A,"1st Battalion, 3rd Infantry Regiment (The Old Guard)","Bldg 287, Property Book Office",Fort Myer,Arlington,VA,22211,Deployment,"Deployment - 1st Battalion, 3rd Infantry Regiment (The Old Guard)",2,502.60,2026-03-16,CN=Marisol Sandoval/OU=Units/O=Army,03/28/2026 14:24:36,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,04/04/2026 00:24:36,8BLU5,Bluegrass Heraldic Supply,,,,,,,03/16/2026 07:24 | (new) -> Draft | Marisol Sandoval;03/28/2026 14:24 | Draft -> Submitted | Marisol Sandoval;04/02/2026 16:24 | Submitted -> Under Review | Cletus Marchbanks;04/04/2026 00:24 | Under Review -> Approved | Cletus Marchbanks,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;CN=Marisol Sandoval/OU=Units/O=Army;8BLU5,CN=Marisol Sandoval/OU=Units/O=Army;[TACOM],Routine,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,04/04/2026 00:24:36,W8ND2A60750158|W8ND2A|WAAKAA,Marisol Sandoval,WO1,S4 / Supply,(254) 555-8148,marisol.sandoval.mil@example.mil
3B45C9A17622FF487096B62645144E42,NT000365,,07/11/2026 08:58:21,07/28/2026 13:58:21,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W5TDX461924067,Under Review,W5TDX4,WAFRAA,1st Cavalry Division Band,15,J,AR,1MW,W5TDX4,Positional Color,10/19/2026,W5TDX4,1st Cavalry Division Band,"Bldg 1347, Property Book Office",Fort Hood,Fort Hood,TX,76544,Activation,Activation - 1st Cavalry Division Band,1,484.60,07/11/2026,CN=Harold Treadwell/OU=Units/O=Army,07/21/2026 11:58:21,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,,,,,,,,,07/11/2026 08:58 | (new) -> Draft | Harold Treadwell;07/21/2026 11:58 | Draft -> Submitted | Harold Treadwell;07/28/2026 13:58 | Submitted -> Under Review | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W5TDX4;CN=Harold Treadwell/OU=Units/O=Army,CN=Harold Treadwell/OU=Units/O=Army;[TACOM],Expedite,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,07/28/2026 13:58:21,W5TDX461924067|W5TDX4|WAFRAA,Harold Treadwell,WO1,Other,(315) 555-9265,harold.treadwell.mil@example.mil
E258AFC92E652CD0B4D183912F13A552,NT000366,,04/13/2026 17:19:44,04/24/2026 02:19:44,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,WB8QWH61034902,Under Review,WB8QWH,W3TWRA,81st Readiness Division (Army Reserve),15,J,21,FQZ,WB8QWH,Distinguishing Flag,2026-02-30,WB8QWH,81st Readiness Division (Army Reserve),"Bldg 476, Property Book Office",Fort Jackson,Columbia,SC,29207,Activation,Activation - 81st Readiness Division (Army Reserve),3,554.95,04/13/2026,CN=Rosalind Ruggiero/OU=Units/O=Army,04/22/2026 20:19:44,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,,,,,,,,,04/13/2026 17:19 | (new) -> Draft | Rosalind Ruggiero;04/22/2026 20:19 | Draft -> Submitted | Rosalind Ruggiero;04/24/2026 02:19 | Submitted -> Under Review | Renata Vasquez-Holm,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WB8QWH;CN=Rosalind Ruggiero/OU=Units/O=Army,CN=Rosalind Ruggiero/OU=Units/O=Army;[TACOM],Routine,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,04/24/2026 02:19:44,WB8QWH61034902|WB8QWH|W3TWRA,Rosalind Ruggiero,LTC,Other,(586) 555-1359,rosalind.ruggiero.mil@example.mil
82F09D77A839A0FF00B9B3EFF6F51B8F,NT000367,,08/09/2026 07:43:25,08/25/2026 20:43:25,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W7PN3T62210983,In Review,W7PN3T,WPUXAA,278th Armored Cavalry Regiment (Tennessee ARNG),03,J,2B,,W7PN3T,Streamer,20261023,W7PN3T,278th Armored Cavalry Regiment (Tennessee ARNG),"Bldg 1461, Property Book Office",Knoxville Armory,Knoxville,TN,37914,Activation,Activation - 278th Armored Cavalry Regiment (Tennessee ARNG),4,6039.23,08/09/2026,CN=Marcus Prentiss/OU=Units/O=Army,08/20/2026 14:43:25,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,,,,,,,,,08/09/2026 07:43 | (new) -> Draft | Marcus Prentiss;08/20/2026 14:43 | Draft -> Submitted | Marcus Prentiss;08/25/2026 20:43 | Submitted -> Under Review | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W7PN3T;CN=Marcus Prentiss/OU=Units/O=Army,CN=Marcus Prentiss/OU=Units/O=Army;[TACOM],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,08/25/2026 20:43:25,W7PN3T62210983|W7PN3T|WPUXAA,Marcus Prentiss,SGM,Executive Officer,(254) 555-6831,marcus.prentiss.mil@example.mil
E15CFF9BA4F384102FF0EC73F290E391,NT000368,,07/04/2026 15:21:59,07/15/2026 21:21:59,CN=Lucille Hollingsworth/OU=Units/O=Army,,WJMJXA61850791,Submitted,WJMJXA,W4RSJA,35th Air Defense Artillery Brigade,02,A,2B,,WJMJXA,Streamer,10/06/2026,WJMJXA,35th Air Defense Artillery Brigade,"Bldg 2314, Property Book Office",Fort Bliss,El Paso,TX,79916,Ceremony,Ceremony - 35th Air Defense Artillery Brigade,5,4667.19,07/04/2026,CN=Lucille Hollingsworth/OU=Units/O=Army,07/15/2026 21:21:59,,,,,,,,,,,07/04/2026 15:21 | (new) -> Draft | Lucille Hollingsworth;07/15/2026 21:21 | Draft -> Submitted | Lucille Hollingsworth,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WJMJXA;CN=Lucille Hollingsworth/OU=Units/O=Army,CN=Lucille Hollingsworth/OU=Units/O=Army;[TACOM],Routine,CN=Lucille Hollingsworth/OU=Units/O=Army,07/15/2026 21:21:59,WJMJXA61850791|WJMJXA|W4RSJA,Lucille Hollingsworth,SSG,Executive Officer,(315) 555-1869,lucille.hollingsworth.mil@example.mil
32319E579689282569EF25F113AF2C18,NT000369,,06/05/2026 15:46:14,06/13/2026 20:46:14,CN=Bernice Villarreal/OU=Units/O=Army,,W8ND2A61569199,Submitted,W8ND2A,WAAKAA,"1st Battalion, 3rd Infantry Regiment (The Old Guard)",02,M,21,,W8ND2A,Insignia,07/22/2026,W8ND2A,"1st Battalion, 3rd Infantry Regiment (The Old Guard)","Bldg 8269, Property Book Office",Fort Myer,Arlington,VA,22211,Change of Command,"Unit reflagged effective 08/04/2026 per Permanent Orders 104-21.
Existing colors are unserviceable (""fringe detached, staining on the field""), see attached photos.
Commander requests delivery before the activation ceremony, 1,200 attendees expected.",2,2574.46,06/05/2026,CN=Bernice Villarreal/OU=Units/O=Army,06/13/2026 20:46:14,,,,,,,,,,,06/05/2026 15:46 | (new) -> Draft | Bernice Villarreal;06/13/2026 20:46 | Draft -> Submitted | Bernice Villarreal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;CN=Bernice Villarreal/OU=Units/O=Army,CN=Bernice Villarreal/OU=Units/O=Army;[TACOM],Routine,CN=Bernice Villarreal/OU=Units/O=Army,06/13/2026 20:46:14,W8ND2A61569199|W8ND2A|WAAKAA,Bernice Villarreal,LTC,S4 / Supply,(254) 555-5254,bernice.villarreal.mil@example.mil
23F67D65C9794DDE4E097EED6CD0AB22,NT000370,,02/21/2026 08:37:13,02/21/2026 08:37:13,CN=Marcus Pemberton/OU=Units/O=Army,,W8ND2A60526616,Draft,W8ND2A,WAAKAA,"1st Battalion, 3rd Infantry Regiment (The Old Guard)",13,M,2B,0HA,W5TDX4,Insignia,2026-04-20,W5TDX4,1st Cavalry Division Band,"Bldg 9335, Property Book Office",Fort Hood,Fort Hood,TX,76544,Activation,"Activation - 1st Battalion, 3rd Infantry Regiment (The Old Guard)",2,383.00,2026-02-21,CN=Marcus Pemberton/OU=Units/O=Army,,,,,,,,,,,,02/21/2026 08:37 | (new) -> Draft | Marcus Pemberton,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;CN=Marcus Pemberton/OU=Units/O=Army,CN=Marcus Pemberton/OU=Units/O=Army;[TACOM],Expedite,CN=Marcus Pemberton/OU=Units/O=Army,02/21/2026 08:37:13,W8ND2A60526616|W8ND2A|WAAKAA,Marcus Pemberton,2LT,S4 / Supply,(912) 555-5135,marcus.pemberton.mil@example.mil
44343588D0A28A6C10833433E96C56A6,NT000371,,01/18/2026 07:25:45,01/18/2026 07:25:45,CN=Terrence Bledsoe/OU=Units/O=Army,,WK4GJR60189105,Draft,WK4GJR,W6VDAA,10th Mountain Division Sustainment Brigade,15,M,21,,WB8QWH,Streamer,05/03/2026,WB8QWH,81st Readiness Division (Army Reserve),"Bldg 8372, Property Book Office",Fort Jackson,Columbia,SC,29207,Change of Command,Change of Command - 10th Mountain Division Sustainment Brigade,2,1914.40,01/18/2026,CN=Terrence Bledsoe/OU=Units/O=Army,,,,7GRN1,Green Mountain Embroidery Co.,01/24/2026 07:25:45,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,04/21/2026,,,,01/18/2026 07:25 | (new) -> Draft | Terrence Bledsoe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WK4GJR;CN=Terrence Bledsoe/OU=Units/O=Army;7GRN1,CN=Terrence Bledsoe/OU=Units/O=Army;[TACOM],Routine,CN=Terrence Bledsoe/OU=Units/O=Army,01/18/2026 07:25:45,WK4GJR60189105|WK4GJR|W6VDAA,Terrence Bledsoe,2LT,Unit Commander,(586) 555-3400,terrence.bledsoe.mil@example.mil
8BFB089B9D0FD86579279F00944CDD87,NT000372,,07/13/2024 13:34:26,07/17/2024 17:34:26,CN=Marisol Sandoval/OU=Units/O=Army,,W8ND2A41952372,Cancelled,W8ND2A,WAAKAA,"1st Battalion, 3rd Infantry Regiment (The Old Guard)",15,A,2B,1P6,W8ND2A,Organizational Color,10/05/2024,W8ND2A,"1st Battalion, 3rd Infantry Regiment (The Old Guard)","Bldg 6202, Property Book Office",Fort Myer,Arlington,VA,22211,Deployment,"Deployment - 1st Battalion, 3rd Infantry Regiment (The Old Guard)",2,2428.50,13 JUL 24,CN=Marisol Sandoval/OU=Units/O=Army,07/14/2024 17:34:26,,,,,,,,Duplicate requisition,07/17/2024 17:34:26,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,07/13/2024 13:34 | (new) -> Draft | Marisol Sandoval;07/14/2024 17:34 | Draft -> Submitted | Marisol Sandoval;07/17/2024 17:34 | Submitted -> Cancelled | Yolanda Strickland-Oby,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;CN=Marisol Sandoval/OU=Units/O=Army,CN=Marisol Sandoval/OU=Units/O=Army;[TACOM],Routine,CN=Marisol Sandoval/OU=Units/O=Army,07/17/2024 17:34:26,W8ND2A41952372|W8ND2A|WAAKAA,Marisol Sandoval,WO1,S4 / Supply,(254) 555-8148,marisol.sandoval.mil@example.mil
37C18CD58F15C8A1EEEC8880FE92E833,NT000373,,12/21/2009 17:08:40,01/05/2010 01:08:40,CN=Charles Haverford/OU=Units/O=Army,,W0YZ6H93555452,CXL,W0YZ6H,W2FLAA,U.S. Army Garrison Fort Leonard Wood,02,A,21,,W0YZ6H,Insignia,03/05/2010,W0YZ6H,U.S. Army Garrison Fort Leonard Wood,"Bldg 2203, Property Book Office",Fort Leonard Wood,Fort Leonard Wood,MO,65473,Reflagging,Reflagging - U.S. Army Garrison Fort Leonard Wood,2,1827.24,12/21/2009,CN=Charles Haverford/OU=Units/O=Army,01/02/2010 01:08:40,,,,,,,,Unit deactivated before delivery,01/05/2010 01:08:40,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,12/21/2009 17:08 | (new) -> Draft | Charles Haverford;01/02/2010 01:08 | Draft -> Submitted | Charles Haverford;01/05/2010 01:08 | Submitted -> Cancelled | Benedetta Kowalczyk,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W0YZ6H;CN=Charles Haverford/OU=Units/O=Army,CN=Charles Haverford/OU=Units/O=Army;[TACOM],Routine,CN=Charles Haverford/OU=Units/O=Army,01/05/2010 01:08:40,W0YZ6H93555452|W0YZ6H|W2FLAA,Charles Haverford,PFC,S4 / Supply,(502) 555-1996,charles.haverford.mil@example.mil
