UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,ParentCaseNumber,ParentUNID,VeteranName,LineNumber,AwardName,AwardCode,AwardCategory,Quantity,SetType,Devices,DeviceCount,Engrave,EngravingText,StockNumber,LineStatus,BackorderETA,Authority,DocReaders,LineKey
01CA5F8BBF72D371D2C73657B21EF986,NT000151,CABB05E64E121462CA545210F59D21CE,11/19/2017 13:51:10,12/11/2017 05:48:10,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,VMA-2017-000001,CABB05E64E121462CA545210F59D21CE,"Mabry, Margaret",3,Combat Infantryman Badge,CIB,Badge,1,Full Size,Bronze oak leaf cluster,1,No,,8455-00-887-7375,Shipped,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2017-000001|03
65B9B63073383825F0BAAB5D1BB9B783,NT000152,B24B09DC71E32BFB562F44957CF41779,06/15/2023 15:28:03,07/20/2023 05:18:03,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2023-000001,B24B09DC71E32BFB562F44957CF41779,"Wentworth, Emmett",1,Purple Heart,PH,Medal,1,Miniature,,0,No,,8455-01-634-8625,Complete,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2023-000001|01
D446E7DB9EC392552C0F7B45A975C990,NT000153,B24B09DC71E32BFB562F44957CF41779,06/15/2023 15:25:03,07/20/2023 05:18:03,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2023-000001,B24B09DC71E32BFB562F44957CF41779,"Wentworth, Emmett",2,Republic of Korea War Service Medal,ROKWSM,Medal,1,Miniature,Bronze service star,2,No,,8455-00-765-1408,Shipped,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ignatius Pardo/OU=CHPSID/O=TACOM,VMA-2023-000001|02
A524B743A817897E8C9FA34644EF269E,NT000154,9D2A3D3C44B4010B11DFE0E8E8A0C270,06/13/2024 17:05:04,07/12/2024 08:48:04,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2024-000002,9D2A3D3C44B4010B11DFE0E8E8A0C270,"Prentiss, Vernon",1,Republic of Korea War Service Medal,ROKWSM,Medal,1,Full Size,,0,No,,8455-00-612-3073,Complete,,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2024-000002|01
DA11BFB98984F606D7B5E08DD3451113,NT000155,9D2A3D3C44B4010B11DFE0E8E8A0C270,06/13/2024 16:54:04,07/12/2024 08:48:04,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,VMA-2024-000002,9D2A3D3C44B4010B11DFE0E8E8A0C270,"Prentiss, Vernon",2,Korean Service Medal,KSM,Medal,1,Full Size,,0,Yes,V. PRENTISS,8455-01-155-0149,COMPLETE,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2024-000002|02
7038A37D616C88179EE8EBA46B32AC21,NT000156,802B06156ABB0AC978A440680B22F0D8,01/12/2006 17:46:07,02/03/2006 10:30:07,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2006-000001,802B06156ABB0AC978A440680B22F0D8,"Kettering, Yvonne",1,National Defense Service Medal,NDSM,Medal,1,Full Size,Bronze service star,2,No,,8455-00-122-6156,Closed,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2006-000001|01
C3F9EEF3D3406D684AD1B8CEB149613F,NT000157,802B06156ABB0AC978A440680B22F0D8,01/12/2006 17:59:07,02/03/2006 10:30:07,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,VMA-2006-000001,802B06156ABB0AC978A440680B22F0D8,"Kettering, Yvonne",2,Army Service Ribbon,ASR,Ribbon,1,Full Size + Miniature,,0,No,,8455-00-669-4273,Complete,,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ignatius Pardo/OU=CHPSID/O=TACOM,VMA-2006-000001|02
57FB1451D8C531EC1E8BCC77E66E49AC,NT000158,802B06156ABB0AC978A440680B22F0D8,01/12/2006 18:00:07,02/03/2006 10:30:07,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2006-000001,802B06156ABB0AC978A440680B22F0D8,"Kettering, Yvonne",3,Southwest Asia Service Medal,SWASM,Medal,1,Full Size,,0,No,,8455-01-961-8413,Closed,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2006-000001|03
2FEB3642D3CDD9598DF18C876984A74C,NT000159,802B06156ABB0AC978A440680B22F0D8,01/12/2006 17:55:07,02/03/2006 10:30:07,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,VMA-2006-000001,802B06156ABB0AC978A440680B22F0D8,"Kettering, Yvonne",4,Armed Forces Expeditionary Medal,AFEM,Medal,1,Full Size,"""V"" device",1,No,,8455-00-642-5449,Shipped,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ignatius Pardo/OU=CHPSID/O=TACOM,VMA-2006-000001|04
51349F5A74644D801DF9397057D96925,NT000160,B7A906E930151A5A371E332E1FAE0BE6,07/09/2013 14:59:22,08/08/2013 08:34:22,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,VMA-2013-000001,B7A906E930151A5A371E332E1FAE0BE6,"Kirkbride, Rosalind",1,Army Good Conduct Medal,GCM,Medal,1,Ribbon Only,,0,No,,8455-00-055-4816,Shipped,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,VMA-2013-000001|01
7BC2603FE0D1A740C513207605C1498F,NT000161,B7A906E930151A5A371E332E1FAE0BE6,07/09/2013 14:40:22,08/08/2013 08:34:22,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2013-000001,B7A906E930151A5A371E332E1FAE0BE6,"Kirkbride, Rosalind",2,Purple Heart,PH,Medal,1,Miniature,Arrowhead,1,No,,8455-01-034-0090,Complete,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2013-000001|02
B86A2936F471D10D3309EC7705BC7365,NT000162,F374076ABBF2095247A2CE2FC9F30494,07/14/2020 14:03:34,08/17/2020 01:41:34,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,VMA-2020-000001,F374076ABBF2095247A2CE2FC9F30494,"Ybarra, Darnell",1,Army Good Conduct Medal,GCM,Medal,1,Full Size,Bronze oak leaf cluster,1,No,,8455-00-363-1421,COMPLETE,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2020-000001|01
F83B9C44B2FE7B03279C303F861D2FFB,NT000163,F374076ABBF2095247A2CE2FC9F30494,07/14/2020 13:45:34,08/17/2020 01:41:34,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2020-000001,F374076ABBF2095247A2CE2FC9F30494,"Ybarra, Darnell",2,Korean Service Medal,KSM,Medal,1,Full Size,"""V"" device",1,No,,8455-00-338-8359,Shipped,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2020-000001|02
737033F988045A1EAB53F42BD41529C5,NT000164,10BCE6FDA12923CE90A46FEEB121A727,04/02/2004 09:02:45,04/28/2004 01:00:45,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2004-000001,10BCE6FDA12923CE90A46FEEB121A727,"Delgadillo, Cassandra",1,Bronze Star Medal,BSM,Medal,1,Full Size,Bronze oak leaf cluster,1,Yes,C. DELGADILLO,8455-01-555-6756,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2004-000001|01
3BFA3229E576EA6AF8CF8230886BEA88,NT000165,10BCE6FDA12923CE90A46FEEB121A727,04/02/2004 09:26:45,04/28/2004 01:00:45,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,VMA-2004-000001,10BCE6FDA12923CE90A46FEEB121A727,"Delgadillo, Cassandra",2,Air Medal,AM,Medal,1,Full Size,Bronze service star,2,Yes,C. DELGADILLO,8455-00-851-8389,Closed,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ignatius Pardo/OU=CHPSID/O=TACOM,VMA-2004-000001|02
9351F729E680E65BCCAFE6022AAFA86A,NT000166,8D5DE56037F99AD11DD989D7665BC839,09/29/2006 17:03:34,10/19/2006 09:35:34,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2006-000002,8D5DE56037F99AD11DD989D7665BC839,"Rasmussen, Roderick",1,Army Achievement Medal,AAM,Medal,2,Full Size + Miniature,Bronze oak leaf cluster,1,Yes,R. R. RASMUSSEN,8455-01-211-7819,COMPLETE,,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ignatius Pardo/OU=CHPSID/O=TACOM,VMA-2006-000002|01
B2A511F97EA5BE08066D1E6C1B14A92C,NT000167,8D5DE56037F99AD11DD989D7665BC839,09/29/2006 16:55:34,10/19/2006 09:35:34,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,VMA-2006-000002,8D5DE56037F99AD11DD989D7665BC839,"Rasmussen, Roderick",2,Army Good Conduct Medal,GCM,Medal,1,Full Size,"""V"" device",1,Yes,R. R. RASMUSSEN,8455-01-109-7182,Shipped,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2006-000002|02
7D5E6D0D36D744944BA858A1228EB33E,NT000168,8D5DE56037F99AD11DD989D7665BC839,09/29/2006 17:01:34,10/19/2006 09:35:34,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,VMA-2006-000002,8D5DE56037F99AD11DD989D7665BC839,"Rasmussen, Roderick",3,Army Service Ribbon,ASR,Ribbon,2,Ribbon Only,"""V"" device",1,No,,8455-00-559-6829,Complete,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2006-000002|03
2F131E9547DB8F35D8F69776DE248B23,NT000169,5B23CF43DB73E276C34DC4790446870A,08/17/2017 11:00:39,09/19/2017 22:58:39,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2017-000002,5B23CF43DB73E276C34DC4790446870A,"Nakashima, Tyler",1,Army Good Conduct Medal,GCM,Medal,1,Full Size,Arrowhead,1,No,,8455-00-504-7540,COMPLETE,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2017-000002|01
1333E845D5C2C6C73C5EC2A5FA7BCBDB,NT000170,730BAD5CF1AFA65F013ACD1FE6F706A1,09/28/2011 10:10:56,10/22/2011 23:02:56,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,VMA-2011-000001,730BAD5CF1AFA65F013ACD1FE6F706A1,"Abernathy, Raymond",1,Combat Infantryman Badge,CIB,Badge,2,Full Size,Bronze service star,2,No,,8455-01-645-8805,Shipped,,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,VMA-2011-000001|01
F2F0E774E5163978DE1650A725EB1DA0,NT000171,966F14FE7ED92ABEC36C9A97ABE43ED5,07/18/2024 16:28:49,08/19/2024 00:03:49,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2024-000003,966F14FE7ED92ABEC36C9A97ABE43ED5,"Yarbrough, Lucille",1,Asiatic-Pacific Campaign Medal,APCM,Medal,1,Ribbon Only,"""V"" device",1,No,,8455-00-884-8856,Complete,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ignatius Pardo/OU=CHPSID/O=TACOM,VMA-2024-000003|01
962F65598FA1C66D12BDC14CAE90B61D,NT000172,1C0FCE97BFC062ECE6AC115B330B7C39,09/23/2011 10:08:08,10/18/2011 03:50:08,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,VMA-2011-000002,1C0FCE97BFC062ECE6AC115B330B7C39,"Pemberton, Walter",1,Army Commendation Medal,ARCOM,Medal,2,Miniature,,0,No,,8455-00-660-1502,Shipped,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2011-000002|01
B2415980AC21357D40DCE49E97ED85BF,NT000173,1C0FCE97BFC062ECE6AC115B330B7C39,09/23/2011 09:52:08,10/18/2011 03:50:08,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2011-000002,1C0FCE97BFC062ECE6AC115B330B7C39,"Pemberton, Walter",2,Meritorious Service Medal,MSM,Medal,1,Full Size,,0,No,,8455-00-643-9120,Closed,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2011-000002|02
B2248CD69C67E532E8A23A66E42A730E,NT000174,1C0FCE97BFC062ECE6AC115B330B7C39,09/23/2011 09:54:08,10/18/2011 03:50:08,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2011-000002,1C0FCE97BFC062ECE6AC115B330B7C39,"Pemberton, Walter",3,Korea Defense Service Medal,KDSM,Medal,1,Full Size,Arrowhead,1,No,,8455-00-324-2568,Closed,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2011-000002|03
A5F073C2E74908ABA44556AC12FFE783,NT000175,263CAB1DC5DCB1BED666AE2683026E47,08/14/2021 17:03:55,09/13/2021 01:57:55,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2021-000001,263CAB1DC5DCB1BED666AE2683026E47,"Northway, Bernice",1,Armed Forces Reserve Medal,AFRM,Medal,1,Miniature,"""V"" device",1,No,,8455-01-174-5648,Closed,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2021-000001|01
AEA3F66CA43DF2A2D72D6A9715574DE0,NT000176,E3FCD27FB2E182749A7FB3950214EBEC,02/27/2010 18:04:24,04/05/2010 15:44:24,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2010-000001,E3FCD27FB2E182749A7FB3950214EBEC,"Villarreal, Harold",1,Army Achievement Medal,AAM,Medal,1,Miniature,,0,No,,8455-01-580-1274,COMPLETE,,NA Form 13038,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2010-000001|01
183998952F1E50BDB22829EDCC2CD33B,NT000177,E8F9371FEF242389D248A76CACCC7180,07/19/2021 08:03:03,08/10/2021 18:47:03,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2021-000002,E8F9371FEF242389D248A76CACCC7180,"Wentworth, Theresa",1,Army Commendation Medal,ARCOM,Medal,1,Full Size,Bronze service star,2,No,,8455-00-233-9051,Shipped,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,VMA-2021-000002|01
67E0C657D38BBC9E6B37D6FD21E9DE65,NT000178,5B8B9E4E8B07261BF565439B8360C981,10/28/2013 10:10:01,11/24/2013 19:44:01,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2013-000002,5B8B9E4E8B07261BF565439B8360C981,"Delgadillo, Cassandra",1,Combat Infantryman Badge,CIB,Badge,1,Miniature,,0,No,,8455-00-923-9837,Shipped,,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,VMA-2013-000002|01
7CEB743841FBA781E4854B65D279B82E,NT000179,5B8B9E4E8B07261BF565439B8360C981,10/28/2013 10:06:01,11/24/2013 19:44:01,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,VMA-2013-000002,5B8B9E4E8B07261BF565439B8360C981,"Delgadillo, Cassandra",2,European-African-Middle Eastern Campaign Medal,EAMECM,Medal,2,Full Size,Arrowhead,1,Yes,C. R. DELGADILLO,8455-00-524-3184,COMPLETE,,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2013-000002|02
0ABFE2A9C08CD628F3856098E99632E4,NT000180,5B8B9E4E8B07261BF565439B8360C981,10/28/2013 10:04:01,11/24/2013 19:44:01,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,VMA-2013-000002,5B8B9E4E8B07261BF565439B8360C981,"Delgadillo, Cassandra",3,Philippine Liberation Medal,PLM,Medal,1,Full Size,Bronze service star,2,Yes,C. R. DELGADILLO,8455-00-651-0718,Complete,,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2013-000002|03
803A16052FC972043882859D49635838,NT000181,B4596FA1D3BD800801AFFBE825B64828,02/25/2004 17:08:02,04/02/2004 03:55:02,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2004-000002,B4596FA1D3BD800801AFFBE825B64828,"Abernathy, Betty",1,Vietnam Service Medal,VSM,Medal,1,Full Size + Miniature,Bronze oak leaf cluster,1,No,,8455-00-489-8208,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2004-000002|01
2F324002666793F36E88464CA2526D63,NT000182,7B3679DD99D7189245CB1929602E1917,02/02/2024 10:12:59,02/29/2024 01:03:59,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2024-000004,7B3679DD99D7189245CB1929602E1917,"YBARRA, Leonard",1,Army Achievement Medal,AAM,Medal,1,Miniature,"""V"" device",1,No,,8455-01-225-0491,Shipped,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2024-000004|01
14EF3E530C1F16979ED57DC1CBBD1841,NT000183,7B3679DD99D7189245CB1929602E1917,02/02/2024 10:21:59,02/29/2024 01:03:59,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2024-000004,7B3679DD99D7189245CB1929602E1917,"YBARRA, Leonard",2,Armed Forces Service Medal,AFSM,Medal,1,Full Size,Bronze service star,2,No,,8455-00-402-1189,Shipped,,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ignatius Pardo/OU=CHPSID/O=TACOM,VMA-2024-000004|02
706E66F13BDF4750E5059184108C71B6,NT000184,7B3679DD99D7189245CB1929602E1917,02/02/2024 10:11:59,02/29/2024 01:03:59,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2024-000004,7B3679DD99D7189245CB1929602E1917,"YBARRA, Leonard",3,Iraq Campaign Medal,ICM,Medal,1,Full Size,,0,No,,8455-00-280-1606,Shipped,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2024-000004|03
CBD912135D18C4F95F236A107DFCE53B,NT000185,6EA321DBFE6AF81BEB9B7D337D63E7DE,12/10/2017 14:02:15,01/12/2018 06:49:15,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2017-000003,6EA321DBFE6AF81BEB9B7D337D63E7DE,"Mabry, Emmett",1,Bronze Star Medal,BSM,Medal,1,Full Size,"""V"" device",1,No,,8455-00-070-2732,Shipped,,NA Form 13038,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2017-000003|01
