UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,ParentDocNumber,LineNumber,LineDocNumber,NSN,ItemKey,ItemDescription,ExceptionData,UnitOfIssue,Quantity,UnitPrice,ExtendedPrice,LineStatus,VendorShipDate,DocReaders,VendorKey,EnteredBy,LookupKey
EF39B0469EC28B5FBDC1B17CE3FE7E3B,NT000386,6783664D129564389CF7ACA07B4045C9,05/11/2021 12:08:04,06/07/2021 07:05:04,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,WJMJXA11318440,1,WJMJXA11318440-01,8345-00-540-7719,8345-00-540-7719,"Streamer, Campaign, Global War on Terrorism, 2-3/4 in x 4 ft",,EA,1,64.12,64.12,Delivered,08/17/2021,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WJMJXA;7GRN1,7GRN1,CN=Lucille Hollingsworth/OU=Units/O=Army,WJMJXA11318440|01
D68E55B0A6C7B1214751DBE00CAEA9FB,NT000387,E0AD8ADAAE5692A2826883188D8B32BD,03/11/2014 11:44:03,04/07/2014 11:41:03,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,W8ND2A40703385,1,W8ND2A40703385-01,8345-01-324-8329,8345-01-324-8329,"Guidon, Air Defense Artillery, 20 in x 27-3/4 in, scarlet",,EA,4,127.38,509.52,Complete,06/20/2014,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;7GRN1,7GRN1,CN=Bernice Villarreal/OU=Units/O=Army,W8ND2A40703385|01
9AEF2BE8A7572ADC3C9A68D3C53A1A77,NT000388,E0AD8ADAAE5692A2826883188D8B32BD,03/11/2014 11:47:03,04/07/2014 11:41:03,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W8ND2A40703385,2,W8ND2A40703385-02,8345-00-263-0802,8345-00-263-0802,"Guidon, Armor, 20 in x 27-3/4 in, yellow",,EA,1,121.15,121.15,Delivered,04/27/2014,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;7GRN1,7GRN1,CN=Bernice Villarreal/OU=Units/O=Army,W8ND2A40703385|02
63FCCE811A9BF3B72B8BDEE9D8F1835C,NT000389,E0AD8ADAAE5692A2826883188D8B32BD,03/11/2014 11:50:03,04/07/2014 11:41:03,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W8ND2A40703385,3,W8ND2A40703385-03,8345-01-402-6650,8345-01-402-6650,"Flag, Distinguishing, General Officer (Major General), 3 ft x 4 ft",,EA,1,302.23,302.23,Closed,06/13/2014,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;7GRN1,7GRN1,CN=Bernice Villarreal/OU=Units/O=Army,W8ND2A40703385|03
67A634AD5FD9391976C1A13EC1BD7A6C,NT000390,3FFA2AB4A10A046BAE33C5475005944D,10/01/2024 16:36:39,10/14/2024 17:33:39,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,W8ND2A42759708,1,W8ND2A42759708-01,8345-00-541-0032,8345-00-541-0032,"Streamer, Campaign, Vietnam, embroidered lettering",,EA,2,71.80,143.60,Delivered,11/17/2024,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;1CLR7,1CLR7,CN=Bernice Villarreal/OU=Units/O=Army,W8ND2A42759708|01
5B40D0A56BDD683A993F3B1B5B9F9514,NT000391,3FFA2AB4A10A046BAE33C5475005944D,10/01/2024 16:39:39,10/14/2024 17:33:39,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,W8ND2A42759708,2,W8ND2A42759708-02,8345-00-118-0445,8345-00-118-0445,"Color, Organizational, Aviation Brigade, 3 ft x 4 ft, ultramarine blue and golden orange",,EA,2,2019.00,4038.00,Shipped,11/07/2024,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;1CLR7,1CLR7,CN=Bernice Villarreal/OU=Units/O=Army,W8ND2A42759708|02
802729B63DC39D173CC520BFBD446DF8,NT000392,3FFA2AB4A10A046BAE33C5475005944D,10/01/2024 16:42:39,10/14/2024 17:33:39,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,W8ND2A42759708,3,W8ND2A42759708-03,8345-00-916-5301,8345-00-916-5301,"Color, Organizational, Signal Battalion, 3 ft x 4 ft, embroidered","Unit designation: 2-7 CAV, ""GARRYOWEN"" scroll",EA,2,1959.54,3919.08,Closed,11/29/2024,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;1CLR7,1CLR7,CN=Bernice Villarreal/OU=Units/O=Army,W8ND2A42759708|03
E9B98CC720B94F073228BE2BDFB2E6BF,NT000393,83C3124D56949677248A51E5D1100A09,07/20/2020 13:29:23,08/25/2020 08:26:23,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,WK4GJR02022637,1,WK4GJR02022637-01,8345-00-118-0446,8345-00-118-0446,"Color, National, 3 ft x 4 ft, embroidered stars, rayon",,EA,2,849.50,1699.00,Complete,09/29/2020,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WK4GJR;3SRF2,3SRF2,CN=Terrence Bledsoe/OU=Units/O=Army,WK4GJR02022637|01
70230E6F5A0C07029841C009226A1427,NT000394,83C3124D56949677248A51E5D1100A09,07/20/2020 13:32:23,08/25/2020 08:26:23,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,WK4GJR02022637,2,WK4GJR02022637-02,8345-00-540-7719,8345-00-540-7719,"Streamer, Campaign, Global War on Terrorism, 2-3/4 in x 4 ft",,EA,4,64.12,256.48,Delivered,10/26/2020,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WK4GJR;3SRF2,3SRF2,CN=Terrence Bledsoe/OU=Units/O=Army,WK4GJR02022637|02
E3BA18B150A8779E8C8F58EE1790DBBE,NT000395,83C3124D56949677248A51E5D1100A09,07/20/2020 13:35:23,08/25/2020 08:26:23,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WK4GJR02022637,3,WK4GJR02022637-03,8345-01-402-6650,8345-01-402-6650,"Flag, Distinguishing, General Officer (Major General), 3 ft x 4 ft",,EA,2,302.23,604.46,Complete,09/30/2020,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WK4GJR;3SRF2,3SRF2,CN=Terrence Bledsoe/OU=Units/O=Army,WK4GJR02022637|03
F977CC78C70F4DCE236BE47F61192170,NT000396,73C52B304DD84F042432F41FA2F1B126,01/25/2025 12:32:15,02/16/2025 23:29:15,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,WEKX1S50251002,1,WEKX1S50251002-01,8345-00-263-0802,8345-00-263-0802,"Guidon, Armor, 20 in x 27-3/4 in, yellow",,EA,4,121.15,484.60,Delivered,03/31/2025,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;8BLU5,8BLU5,CN=Lucille Lockridge/OU=Units/O=Army,WEKX1S50251002|01
3C1ECE620F6D7D34B4C9D787EA319BB0,NT000397,73C52B304DD84F042432F41FA2F1B126,01/25/2025 12:35:15,02/16/2025 23:29:15,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,WEKX1S50251002,2,WEKX1S50251002-02,8345-01-402-6650,8345-01-402-6650,"Flag, Distinguishing, General Officer (Major General), 3 ft x 4 ft",,EA,1,302.23,302.23,Complete,04/06/2025,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;8BLU5,8BLU5,CN=Lucille Lockridge/OU=Units/O=Army,WEKX1S50251002|02
715F09DC35C609DEAA501D0FE71141CF,NT000398,73C52B304DD84F042432F41FA2F1B126,01/25/2025 12:38:15,02/16/2025 23:29:15,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,WEKX1S50251002,3,WEKX1S50251002-03,8345-01-118-2274,8345-01-118-2274,"Color, Positional, Brigade Command, 3 ft x 4 ft",,EA,1,2287.26,2287.26,Complete,05/02/2025,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;8BLU5,8BLU5,CN=Lucille Lockridge/OU=Units/O=Army,WEKX1S50251002|03
A23AB0DF017BB543F9089A170C2BC63A,NT000399,73C52B304DD84F042432F41FA2F1B126,01/25/2025 12:41:15,02/16/2025 23:29:15,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,WEKX1S50251002,4,WEKX1S50251002-04,8345-00-540-7719,8345-00-540-7719,"Streamer, Campaign, Global War on Terrorism, 2-3/4 in x 4 ft",,EA,4,64.12,256.48,Complete,03/26/2025,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;8BLU5,8BLU5,CN=Lucille Lockridge/OU=Units/O=Army,WEKX1S50251002|04
66F655AEBA081C38A3323D99524F78AE,NT000400,BFC9F663CE097BF66FCCDF749468A503,07/04/2026 07:41:36,07/29/2026 19:38:36,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,WB8QWH61851626,1,WB8QWH61851626-01,8345-01-402-6651,8345-01-402-6651,"Flag, Automobile, General Officer (Brigadier General), 12 in x 18 in",,EA,2,204.75,409.50,Shipped,09/22/2026,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WB8QWH;5KSB9,5KSB9,CN=Rosalind Ruggiero/OU=Units/O=Army,WB8QWH61851626|01
D199C2621A6BAD44230CE7B6AB719327,NT000401,BFC9F663CE097BF66FCCDF749468A503,07/04/2026 07:44:36,07/29/2026 19:38:36,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,WB8QWH61851626,2,WB8QWH61851626-02,8345-01-402-6651,8345-01-402-6651,"Flag, Automobile, General Officer (Brigadier General), 12 in x 18 in",,EA,2,204.75,409.50,Shipped,09/15/2026,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WB8QWH;5KSB9,5KSB9,CN=Rosalind Ruggiero/OU=Units/O=Army,WB8QWH61851626|02
DF073F119B8EE1F019C4F06BB57C3711,NT000402,FD6B62225C60BA10581A66D43E55DB1A,04/08/2026 14:49:47,04/29/2026 20:46:47,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W8ND2A60982117,1,W8ND2A60982117-01,8345-01-402-6650,8345-01-402-6650,"Flag, Distinguishing, General Officer (Major General), 3 ft x 4 ft","Unit designation: 2-7 CAV, ""GARRYOWEN"" scroll",EA,2,302.23,604.46,Shipped,06/07/2026,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;8BLU5,8BLU5,CN=Ines Umstead/OU=Units/O=Army,W8ND2A60982117|01
AE016EDF1A52FC65156E521EFF06DE92,NT000403,FD6B62225C60BA10581A66D43E55DB1A,04/08/2026 14:52:47,04/29/2026 20:46:47,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,W8ND2A60982117,2,W8ND2A60982117-02,8345-00-263-0802,8345-00-263-0802,"Guidon, Armor, 20 in x 27-3/4 in, yellow",,EA,4,121.15,484.60,Shipped,06/06/2026,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;8BLU5,8BLU5,CN=Ines Umstead/OU=Units/O=Army,W8ND2A60982117|02
6D0A90C88D26701BB83F6BA23BF0F53F,NT000404,CFDA4A4B6F88CB8FE59797A0B31D6981,01/22/2026 16:03:33,02/17/2026 07:00:33,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WEKX1S60223836,1,WEKX1S60223836-01,8345-00-118-0445,8345-00-118-0445,"Color, Organizational, Aviation Brigade, 3 ft x 4 ft, ultramarine blue and golden orange",,EA,1,2019.00,2019.00,Shipped,04/28/2026,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;8BLU5,8BLU5,CN=Darnell Sandoval/OU=Units/O=Army,WEKX1S60223836|01
2611BCFECAFF2D02210611F48B36468F,NT000405,CFDA4A4B6F88CB8FE59797A0B31D6981,01/22/2026 16:06:33,02/17/2026 07:00:33,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WEKX1S60223836,2,WEKX1S60223836-02,8345-00-782-3116,8345-00-782-3116,"Guidon, Infantry, 20 in x 27-3/4 in, national flag blue",,EA,4,118.95,475.80,Shipped,03/17/2026,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;8BLU5,8BLU5,CN=Darnell Sandoval/OU=Units/O=Army,WEKX1S60223836|02
5C9657DE6874E554AD192A4938BDB8F1,NT000406,CFDA4A4B6F88CB8FE59797A0B31D6981,01/22/2026 16:09:33,02/17/2026 07:00:33,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WEKX1S60223836,3,WEKX1S60223836-03,8345-01-324-8329,8345-01-324-8329,"Guidon, Air Defense Artillery, 20 in x 27-3/4 in, scarlet",,EA,4,127.38,509.52,Shipped,03/30/2026,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;8BLU5,8BLU5,CN=Darnell Sandoval/OU=Units/O=Army,WEKX1S60223836|03
E32566E65CDF69430F717F0D7164D923,NT000407,6C956840D98B4C6104CB88AF4B029DE3,07/04/2026 08:21:31,08/05/2026 02:18:31,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,WJMJXA61852678,1,WJMJXA61852678-01,8345-00-118-0445,8345-00-118-0445,"Color, Organizational, Aviation Brigade, 3 ft x 4 ft, ultramarine blue and golden orange",,EA,1,2019.00,2019.00,Awaiting Vendor,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WJMJXA;1CLR7,1CLR7,CN=Lucille Hollingsworth/OU=Units/O=Army,WJMJXA61852678|01
575D17BBD4518B6BAD8889D1016A2B64,NT000408,D89B1F21477AA632AC75CA71896E4C32,05/08/2026 16:34:14,06/08/2026 04:31:14,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,W8ND2A61286979,1,W8ND2A61286979-01,8345-01-402-6650,8345-01-402-6650,"Flag, Distinguishing, General Officer (Major General), 3 ft x 4 ft","Unit designation: 2-7 CAV, ""GARRYOWEN"" scroll",EA,1,302.23,302.23,Partial Ship,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;7GRN1,7GRN1,CN=Ines Umstead/OU=Units/O=Army,W8ND2A61286979|01
512FAC05172F10845FD6945EB16A545D,NT000409,0007624C33B0A0437D10AF484BB2F072,07/10/2026 10:04:58,08/04/2026 00:01:58,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,WEKX1S61915302,1,WEKX1S61915302-01,8345-00-118-0445,8345-00-118-0445,"Color, Organizational, Aviation Brigade, 3 ft x 4 ft, ultramarine blue and golden orange","Unit designation: 2-7 CAV, ""GARRYOWEN"" scroll",EA,2,2019.00,4038.00,Ordered,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;5KSB9,5KSB9,CN=Lucille Lockridge/OU=Units/O=Army,WEKX1S61915302|01
00207673CC3955400AC066D28B5E7CA8,NT000410,0007624C33B0A0437D10AF484BB2F072,07/10/2026 10:07:58,08/04/2026 00:01:58,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WEKX1S61915302,2,WEKX1S61915302-02,8345-00-118-0446,8345-00-118-0446,"Color, National, 3 ft x 4 ft, embroidered stars, rayon",,EA,2,849.50,1699.00,Ordered,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;5KSB9,5KSB9,CN=Lucille Lockridge/OU=Units/O=Army,WEKX1S61915302|02
9EC2E838315D3214B7495A32F5F41BE0,NT000411,AA9D181EAE9593DCF33916D3D4BF1500,02/18/2026 13:18:34,03/28/2026 05:15:34,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,WFTYWM60494251,1,WFTYWM60494251-01,8345-00-118-0445,8345-00-118-0445,"Color, Organizational, Aviation Brigade, 3 ft x 4 ft, ultramarine blue and golden orange","Unit designation: 2-7 CAV, ""GARRYOWEN"" scroll",EA,1,2019.00,2019.00,Released,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WFTYWM;3SRF2,3SRF2,CN=Theresa Underhill-Voss/OU=Units/O=Army,WFTYWM60494251|01
2E9D3708E73781C0D1743968BD49D1D7,NT000412,AA9D181EAE9593DCF33916D3D4BF1500,02/18/2026 13:21:34,03/28/2026 05:15:34,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,WFTYWM60494251,2,WFTYWM60494251-02,8345-00-118-0445,8345-00-118-0445,"Color, Organizational, Aviation Brigade, 3 ft x 4 ft, ultramarine blue and golden orange",,EA,2,2019.00,4038.00,Ordered,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WFTYWM;3SRF2,3SRF2,CN=Theresa Underhill-Voss/OU=Units/O=Army,WFTYWM60494251|02
397C89BEA8E502B89F731758FA0C3C14,NT000413,AA9D181EAE9593DCF33916D3D4BF1500,02/18/2026 13:24:34,03/28/2026 05:15:34,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WFTYWM60494251,3,WFTYWM60494251-03,8345-01-402-6651,8345-01-402-6651,"Flag, Automobile, General Officer (Brigadier General), 12 in x 18 in",,EA,2,204.75,409.50,Ordered,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WFTYWM;3SRF2,3SRF2,CN=Theresa Underhill-Voss/OU=Units/O=Army,WFTYWM60494251|03
6B8853CAAF7D27CCE63CDE771B7A4744,NT000414,AA9D181EAE9593DCF33916D3D4BF1500,02/18/2026 13:27:34,03/28/2026 05:15:34,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WFTYWM60494251,4,WFTYWM60494251-04,8345-00-540-7719,8345-00-540-7719,"Streamer, Campaign, Global War on Terrorism, 2-3/4 in x 4 ft",,EA,2,64.12,128.24,Ordered,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WFTYWM;3SRF2,3SRF2,CN=Theresa Underhill-Voss/OU=Units/O=Army,WFTYWM60494251|04
E4DFC012FEA6277D0907A42B3DAB182C,NT000415,FEC3382533A7E774B64D62F162D75594,07/16/2026 14:14:45,08/09/2026 05:11:45,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,WEKX1S61979563,1,WEKX1S61979563-01,8345-01-402-6651,8345-01-402-6651,"Flag, Automobile, General Officer (Brigadier General), 12 in x 18 in",,EA,1,204.75,204.75,Ordered,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;3SRF2,3SRF2,CN=Lucille Lockridge/OU=Units/O=Army,WEKX1S61979563|01
EA4DF117EB588D96BD0CA11C7B05C115,NT000416,FEC3382533A7E774B64D62F162D75594,07/16/2026 14:17:45,08/09/2026 05:11:45,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,WEKX1S61979563,2,WEKX1S61979563-02,8345-00-540-7719,8345-00-540-7719,"Streamer, Campaign, Global War on Terrorism, 2-3/4 in x 4 ft",,EA,3,64.12,192.36,Released,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEKX1S;3SRF2,3SRF2,CN=Lucille Lockridge/OU=Units/O=Army,WEKX1S61979563|02
543B16E4291D1AA0DD75352237F233A9,NT000417,E9DAA847CB677420459F9162D3F55D51,03/16/2026 07:27:36,03/16/2026 07:27:36,CN=Marisol Sandoval/OU=Units/O=Army,,W8ND2A60750158,1,W8ND2A60750158-01,8345-00-541-0032,8345-00-541-0032,"Streamer, Campaign, Vietnam, embroidered lettering",,EA,4,71.80,287.20,Pending,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;8BLU5,8BLU5,CN=Marisol Sandoval/OU=Units/O=Army,W8ND2A60750158|01
1E4230F6FE2F7DA80E505478B03FFFF3,NT000418,E9DAA847CB677420459F9162D3F55D51,03/16/2026 07:30:36,03/16/2026 07:30:36,CN=Marisol Sandoval/OU=Units/O=Army,,W8ND2A60750158,2,W8ND2A60750158-02,8345-00-541-0032,8345-00-541-0032,"Streamer, Campaign, Vietnam, embroidered lettering",,EA,3,71.80,215.40,New,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W8ND2A;8BLU5,8BLU5,CN=Marisol Sandoval/OU=Units/O=Army,W8ND2A60750158|02
F003A0E0537E51C0AD58F71DE8DB3A6F,NT000419,3B45C9A17622FF487096B62645144E42,07/11/2026 09:01:21,07/11/2026 09:01:21,CN=Harold Treadwell/OU=Units/O=Army,,W5TDX461924067,1,W5TDX461924067-01,8345-00-263-0741,8345-00-263-0741,"Guidon, Field Artillery, 20 in x 27-3/4 in, scarlet with crossed cannons",,EA,4,121.15,484.60,New,,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-W5TDX4,,CN=Harold Treadwell/OU=Units/O=Army,W5TDX461924067|01
