UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,RequesterID,LastName,Suffix,FirstName,MI,Relationship,VeteranName,Street,City,State,ZIP,Phone,Email,PreferredContact,Source,CreatedDate,AddressVerified,AddressVerifiedDate,LookupKey,DisplayName,DocReaders,MergedInto
2B3E1A85B4FA6A10BD64B9DD9C576F67,NT000040,,03/31/2024 09:11:17,11/08/2024 09:11:17,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,RQ000019,Mabry,,Clarence,H,Spouse,Charles Mabry,1090 Liberty Ln,Manchester,NH,03104,(719) 555-3727,clarence.mabry@example.com,Email,Mail,03/31/2024,Yes,04/02/2024,MABRY|CLARENCE|03104,"Mabry, Clarence H",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
7AE9CAA237A4BC74C6DF1CAAE95DE1B7,NT000041,,01/30/2015 07:24:06,08/24/2015 07:24:06,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,RQ000020,Prentiss,,Patricia,P,Sibling,Rosalind Prentiss,9000 Marshall Ct Apt 12C,El Paso,TX,79916,(254) 555-9030,patricia.prentiss@example.com,Email,Phone,01/30/2015,Yes,01/31/2015,PRENTISS|PATRICIA|79916,"Prentiss, Patricia P",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
A44B533841A8FB4A950EBB16650875E7,NT000042,,01/09/2017 10:04:58,10/10/2017 10:04:58,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,RQ000021,Whitlock,,Eugene,L,Sibling,Gloria Whitlock,1939 Old Post Rd,Warren,MI,48397,,eugene.whitlock@example.com,Mail,Mail,09 JAN 17,Yes,01/12/2017,WHITLOCK|EUGENE|48397,"Whitlock, Eugene L",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
7078C33A4C1AC73DB45F0E8EFDE12E9D,NT000043,,11/04/2004 15:52:24,05/07/2005 15:52:24,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,RQ000022,Kettering,,Alvin,M,Granddaughter,Lucille Kettering,2663 Bradley Ave,Savannah,GA,31405,(703) 555-3198,alvin.kettering@example.com,Mail,Mail,11/04/2004,Yes,11/07/2004,KETTERING|ALVIN|31405,"Kettering, Alvin M",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
7B10C0D6D4954085F201ECE717226267,NT000044,,07/11/2018 16:00:10,02/10/2019 16:00:10,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,RQ000023,Underhill-Voss,,Charles,A,Self,Charles A Underhill-Voss,2591 Liberty Ln,Warren,MI,48397,(502) 555-1265,,Phone,Congressional,07/11/2018,Yes,07/13/2018,UNDERHILL-VOSS|CHARLES|48397,"Underhill-Voss, Charles A",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
D0AE8016467E5B2F51E47A9C7201E569,NT000045,,06/07/2023 09:20:43,09/01/2023 09:20:43,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,RQ000024,Kowalski,,Emmett,D,Grandson,Roderick Kowalski,924 Grant Ave,Colorado Springs,CO,80913,(785) 555-7569,,Email,HRC Transfer,06/07/2023,Yes,06/08/2023,KOWALSKI|EMMETT|80913,"Kowalski, Emmett D",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
D0113BFE1B4C4A27221A7F7DDB709447,NT000046,,05/03/2013 12:56:39,01/10/2014 12:56:39,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,RQ000025,Quintanilla,,Dolores,J,Executor,Lamont Quintanilla,4738 Bradley Ave,Colorado Springs,CO,80913,(931) 555-4114,,Mail,Web,05/03/2013,Yes,05/08/2013,QUINTANILLA|DOLORES|80913,"Quintanilla, Dolores J",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
836CFBA97A42860F5D52F7B716D90149,NT000047,,09/12/2009 12:52:37,10/17/2009 12:52:37,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,RQ000026,Kettering,,Dolores,C,Daughter,Lucille Kettering,5701 Eisenhower Blvd,Warren,MI,48397,,dolores.kettering@example.com,Mail,Phone,09/12/2009,Yes,09/16/2009,KETTERING|DOLORES|48397,"Kettering, Dolores C",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
DD3088BECFE90951B8CB518C1A0650CD,NT000048,,01/24/2015 08:40:32,11/20/2015 08:40:32,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,RQ000027,Wentworth,,Wanda,E,Son,Lucille Wentworth,3693 Eisenhower Blvd,El Paso,TX,79916,(785) 555-8047,,Email,Walk-in,01/24/2015,Yes,01/26/2015,WENTWORTH|WANDA|79916,"Wentworth, Wanda E",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
4D219CE5DA7565E94FC9C91EF02022A6,NT000049,,01/20/2018 10:05:10,05/01/2018 10:05:10,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,RQ000028,Brannigan,,Eugene,P,Daughter,Cassandra Brannigan,2200 Liberty Ln,Manchester,NH,03104,(785) 555-6384,eugene.brannigan@example.com,Mail,Congressional,01/20/2018,No,,BRANNIGAN|EUGENE|03104,"Brannigan, Eugene P",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
2AEA04FB7E6A0337685914C53A208297,NT000050,,11/27/2018 16:35:36,11/10/2019 16:35:36,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,RQ000029,Ruggiero,,Marisol,A,Self,Marisol A Ruggiero,5854 Eisenhower Blvd,Hinesville,GA,31313,(912) 555-2891,marisol.ruggiero@example.com,Phone,HRC Transfer,11/27/2018,Yes,11/28/2018,RUGGIERO|MARISOL|31313,"Ruggiero, Marisol A",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
045EFC804384ADA41049F15A76109892,NT000051,,03/12/2008 16:18:01,02/21/2009 16:18:01,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,RQ000030,Kowalski,,Wanda,T,Self,Wanda T Kowalski,3273 Sheridan Rd,Junction City,KS,66441,(719) 555-3260,wanda.kowalski@example.com,Phone,Web,03/12/2008,No,,KOWALSKI|WANDA|66441,"Kowalski, Wanda T",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
9EDE05F64DCD48C6E9D6966203AC1DEC,NT000052,,02/12/2026 17:26:54,02/20/2026 17:26:54,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,RQ000031,Nakashima,,Roderick,B,Son,Walter Nakashima,2710 Marshall Ct,Savannah,GA,31405,,roderick.nakashima@example.com,Email,Walk-in,02/12/2026,Yes,02/17/2026,NAKASHIMA|RODERICK|31405,"Nakashima, Roderick B",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
0205C015927F40EADFBCED04A85CAAF4,NT000053,,05/02/2011 07:23:36,08/25/2011 07:23:36,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,RQ000032,Nordstrom,,Roderick,D,Nephew,Betty Nordstrom,9124 Washington St,Watertown,NY,13601,(502) 555-9644,roderick.nordstrom@example.com,Email,Walk-in,2011-05-02,Yes,05/02/2011,NORDSTROM|RODERICK|13601,"Nordstrom, Roderick D",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
C95ECB510FC6C585C4DD3C1A562C5C30,NT000054,,11/07/2020 11:04:43,07/05/2021 11:04:43,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,RQ000033,Abernathy,III,Eugene,,Spouse,John Abernathy,5724 Patton Dr Apt 21D,Columbia,SC,29206,(253) 555-2356,eugene.abernathy@example.com,Mail,Mail,20201107,Yes,11/11/2020,ABERNATHY|EUGENE|29206,"Abernathy, Eugene",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
4566EE8CE8CACFBB6A176A805F589C26,NT000055,,05/14/2019 14:02:12,05/15/2020 14:02:12,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,RQ000034,Ybarra,,Lamont,G,Nephew,Alvin Ybarra,5922 Cantonment Way Apt 6C,Tacoma,WA,98433,(912) 555-7072,lamont.ybarra@example.com,Mail,Mail,05/14/2019,Yes,05/18/2019,YBARRA|LAMONT|98433,"Ybarra, Lamont G",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
563A41170B299FA8BE676DBCEA7A679F,NT000056,,02/16/2024 13:44:05,06/16/2024 13:44:05,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,RQ000035,Castellanos,Sr.,Ines,A,Widow,Vernon Castellanos,1096 Marshall Ct Apt 11D,Hinesville,GA,31313,(254) 555-8635,,Mail,Web,02/16/2024,No,,CASTELLANOS|INES|31313,"Castellanos, Ines A",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
AE2FB2C0047728ACA74B0CD50BE97944,NT000057,,03/15/2009 12:18:22,10/14/2009 12:18:22,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,RQ000036,Ingersoll,,Theresa,,Son,Marcus Ingersoll,6481 Cantonment Way,Manchester,NH,03104,,theresa.ingersoll@example.com,Mail,Mail,03/15/2009,Yes,03/15/2009,INGERSOLL|THERESA|03104,"Ingersoll, Theresa",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
CAA696C73875F363D08EA1458EC8E03F,NT000058,,10/20/2021 14:55:54,06/06/2022 14:55:54,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,RQ000037,Pettiford,,Wanda,L,Son,Ines Pettiford,5263 Patton Dr,Hinesville,GA,31313,(703) 555-5680,,Mail,Phone,10/20/2021,Yes,10/22/2021,PETTIFORD|WANDA|31313,"Pettiford, Wanda L",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
DB877DB2F1C4FB0E6B4465080787A0F2,NT000059,,06/19/2021 09:40:17,05/14/2022 09:40:17,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,RQ000038,Ellsworth,,Wanda,E,Daughter,Raymond Ellsworth,3943 Pershing St,Radcliff,KY,40160,(915) 555-3132,wanda.ellsworth@example.com,Mail,Web,06/19/2021,No,,ELLSWORTH|WANDA|40160,"Ellsworth, Wanda E",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
A2DE75DF9F1A91B3D0415DAA7222C91F,NT000060,,08/23/2012 09:52:09,08/28/2012 09:52:09,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,RQ000039,Prentiss,,Tyler,P,Widow,Leonard Prentiss,8226 Sheridan Rd,Manchester,NH,03104,(253) 555-7883,,Email,Congressional,20120823,Yes,08/24/2012,PRENTISS|TYLER|03104,"Prentiss, Tyler P",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
B9574FA6482E8CFFF9D3E4C7F6DA3AAE,NT000061,,05/05/2022 10:01:59,09/04/2022 10:01:59,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,RQ000040,Delgadillo,,Alvin,D,Grandson,Vernon Delgadillo,1924 Bradley Ave,Colorado Springs,CO,80913,,alvin.delgadillo@example.com,Phone,Mail,05/05/2022,Yes,05/08/2022,DELGADILLO|ALVIN|80913,"Delgadillo, Alvin D",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
28C4DEC36D85868027DCEBD2F5A8FFC0,NT000062,,10/16/2023 11:52:22,10/16/2023 11:52:22,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,RQ000041,YBARRA,,Tyler,J,Spouse,Walter Ybarra,5119 Cantonment Way,Junction City,KS,66441-6916,(254) 555-7274,tyler.ybarra@example.com,Mail,Web,10/16/2023,No,,YBARRA|TYLER|66441,"YBARRA, Tyler J",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,RQ000001
D7EF5234ADF492891B111FE3537A88D0,NT000063,,06/20/2021 12:29:59,10/07/2021 12:29:59,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,RQ000042,Ybarra,,Tyle,J,Spouse,Marisol Ybarra,4832 Sheridan Rd Apt 4A,Junction City,KS,66441,(502) 555-2284,tyler.ybarra@example.com,Mail,Web,06/20/2021,Yes,06/23/2021,YBARRA|TYLE|66441,"Ybarra, Tyle J",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
06BDEE418F6D2FED65CEDA973C48DB46,NT000064,,05/26/2009 16:18:28,02/11/2010 16:18:28,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,RQ000043,Galloway,,Roderick,B,Nephew,Dolores Galloway,7173 Marshall Ct,Killeen,TX,76541-9179,(502) 555-4124,,Mail,Phone,05/26/2009,Yes,05/30/2009,GALLOWAY|RODERICK|76541,"Galloway, Roderick B",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,RQ000002
5E2D3963487997AEB57E3C57B3A6E31E,NT000065,,07/11/2023 17:27:12,03/07/2024 17:27:12,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,RQ000044,vanterpool,Jr.,D.,,Sibling,Eugene Vanterpool,6865 Liberty Ln,Manchester,NH,03104,,,Mail,Mail,07/11/2023,Yes,07/12/2023,VANTERPOOL|D.|03104,"vanterpool, D.",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
9BD89BAD11C8B8AF3CD966AAA9A27303,NT000066,,02/13/2004 14:05:48,03/30/2004 14:05:48,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,RQ000045,Abernathy,,Marcus,F,Executor,Alvin Abernathy,1718 Marshall Ct,Savannah,GA,31405,,marcus.abernathy@example.com,Email,Congressional,02/13/2004,Yes,02/15/2004,ABERNATHY|MARCUS|31405,"Abernathy, Marcus F",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
