UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,ShipmentNumber,CaseNumber,Partial,ShipToName,ShipToStreet,ShipToCity,ShipToState,ShipToZIP,Carrier,TrackingNumber,ShipStatus,PickedDate,ShippedDate,DeliveredDate,Contents,PieceCount,WeightOz,ShippedBy,Postage,ExceptionNote,DocReaders,ShipDateText
3AAD499807B1F3D7C122F9D12C48286E,NT000286,,10/09/2006 09:35:34,10/18/2006 09:35:34,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,SHP-2006-000002,VMA-2006-000002,No,Walter Rasmussen,4760 Bradley Ave,Warren,MI,48397,UPS Ground,1Z2KRKHEKFUYUJ9VGU,Delivered,10/09/2006 09:35:34,10/11/2006 09:35:34,10/18/2006 09:35:34,3 award line(s) for case VMA-2006-000002,1,9,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,23.26,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
B2152FB2494FE05C61EED89D5E46BC3F,NT000287,,09/03/2017 22:58:39,09/08/2017 22:58:39,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,SHP-2017-000002,VMA-2017-000002,No,Roderick Nakashima,2710 Marshall Ct,Savannah,GA,31405,USPS Priority,9405 5995 0959 7162 6686 60,Delivered,09/03/2017 22:58:39,09/05/2017 22:58:39,09/08/2017 22:58:39,1 award line(s) for case VMA-2017-000002,1,15,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,14.85,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
958FA9132EF10B93348375AAC165018B,NT000288,,10/09/2011 23:02:56,10/16/2011 23:02:56,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,SHP-2011-000001,VMA-2011-000001,No,Marcus Abernathy,8595 Bradley Ave,Colorado Springs,CO,80913,USPS Priority,9405 5468 3208 2710 1216 36,Delivered,10/09/2011 23:02:56,11 OCT 11,10/16/2011 23:02:56,1 award line(s) for case VMA-2011-000001,1,33,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,8.50,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,11 OCT 11
65BF4E4C25B0F4E569DBBAEEBF57D889,NT000289,,08/05/2024 00:03:49,08/10/2024 00:03:49,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,SHP-2024-000003,VMA-2024-000003,No,Lucille Yarbrough,9568 Bradley Ave,Fayetteville,NC,28301,USPS Registered Mail,9405 5133 3217 7551 6651 68,Delivered,08/05/2024 00:03:49,08/07/2024 00:03:49,08/10/2024 00:03:49,1 award line(s) for case VMA-2024-000003,1,32,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,4.86,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
60C3A85423F8CBD4D90F0329A9E65FCB,NT000290,,10/08/2011 03:50:08,10/16/2011 03:50:08,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,SHP-2011-000002,VMA-2011-000002,No,Jeffrey Pemberton,1388 Grant Ave,Fayetteville,NC,28301,USPS Priority,9405 5768 3441 9743 2114 15,Delivered,10/08/2011 03:50:08,10/09/2011 03:50:08,10/16/2011 03:50:08,3 award line(s) for case VMA-2011-000002,1,19,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,9.81,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
C51919CCE4F3D5F3584B895A1A730214,NT000291,,09/07/2021 01:57:55,09/11/2021 01:57:55,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,SHP-2021-000001,VMA-2021-000001,No,Charles Northway,2477 Old Post Rd,Colorado Springs,CO,80913,UPS Ground,1ZB8Y35ANWFNB6PCXA,Delivered,09/07/2021 01:57:55,09/08/2021 01:57:55,09/11/2021 01:57:55,1 award line(s) for case VMA-2021-000001,1,35,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,15.11,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
710564934918D215047879EF9999C8FF,NT000292,,03/21/2010 15:44:24,03/27/2010 15:44:24,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,SHP-2010-000001,VMA-2010-000001,No,Harold Villarreal,8123 Washington St,Leesville,LA,71446,UPS Ground,1Z8GLTNK0AJZERRP8N,Delivered,03/21/2010 15:44:24,03/23/2010 15:44:24,03/27/2010 15:44:24,1 award line(s) for case VMA-2010-000001,1,9,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,14.96,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
B39C0E9043909B7629954DC3F96607F3,NT000293,,08/02/2021 18:47:03,08/06/2021 18:47:03,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,SHP-2021-000002,VMA-2021-000002,No,Wanda Wentworth,3693 Eisenhower Blvd,El Paso,TX,79916,USPS Priority,9405 5811 4092 0720 8280 64,Delivered,08/02/2021 18:47:03,08/03/2021 18:47:03,08/06/2021 18:47:03,1 award line(s) for case VMA-2021-000002,1,28,CN=Ret Hamlin/OU=CHPSID/O=TACOM,9.39,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
D1A5A924ED104C8904A0034707BBEAF0,NT000294,,11/17/2013 19:44:01,11/27/2013 19:44:01,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,SHP-2013-000002,VMA-2013-000002,No,Alvin Delgadillo,1924 Bradley Ave,Colorado Springs,CO,80913,USPS Priority,9405 5136 1511 9480 8433 82,Delivered,11/17/2013 19:44:01,11/18/2013 19:44:01,11/27/2013 19:44:01,3 award line(s) for case VMA-2013-000002,1,10,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,10.82,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
3AC2FD4B6117F69585A3CC7E160E4DF1,NT000295,,03/21/2004 03:55:02,03/25/2004 03:55:02,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,SHP-2004-000002,VMA-2004-000002,No,Marcus Abernathy,8595 Bradley Ave,Colorado Springs,CO,80913,UPS Ground,1ZPTBY7RJ3Z3XYSMQW,Delivered,03/21/2004 03:55:02,22 MAR 04,03/25/2004 03:55:02,1 award line(s) for case VMA-2004-000002,1,11,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,17.66,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,22 MAR 04
8A5411D81C50973232ADBDB85A444162,NT000296,,02/22/2024 01:03:59,02/27/2024 01:03:59,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,SHP-2024-000004,VMA-2024-000004,No,Tyler YBARRA,5119 Cantonment Way,Junction City,KS,66441-6916,USPS Priority,9405 5585 1993 4638 2372 57,Delivered,02/22/2024 01:03:59,02/23/2024 01:03:59,02/27/2024 01:03:59,3 award line(s) for case VMA-2024-000004,1,24,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,15.74,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
99F44B711900D557BE2318AF1D806D41,NT000297,,12/30/2017 06:49:15,01/04/2018 06:49:15,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,SHP-2018-000001,VMA-2017-000003,No,Clarence Mabry,1090 Liberty Ln,Manchester,NH,03104,USPS Registered Mail,9405 5262 2987 7661 9137 82,Delivered,12/30/2017 06:49:15,01/01/2018 06:49:15,01/04/2018 06:49:15,1 award line(s) for case VMA-2017-000003,1,21,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,7.05,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
BF3C9035D74E2DCA56BF7E670F63170A,NT000298,,10/26/2023 20:07:40,11/02/2023 20:07:40,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,SHP-2023-000002,VMA-2023-000002,No,Betty Fairweather,5368 Cantonment Way Apt 14C,Leesville,LA,71446,USPS Priority,9405 5321 3129 9083 3349 72,Delivered,10/26/2023 20:07:40,10/27/2023 20:07:40,11/02/2023 20:07:40,4 award line(s) for case VMA-2023-000002,1,28,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,24.28,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
7B447C99B5E9647BCC2844CDB460F4E4,NT000299,,04/03/2022 17:59:20,04/08/2022 17:59:20,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,SHP-2022-000001,VMA-2022-000001,No,Dolores Kettering,5701 Eisenhower Blvd,Warren,MI,48397,UPS Ground,1ZWHRE9RBZ1XECWDUV,Delivered,04/03/2022 17:59:20,04/04/2022 17:59:20,04/08/2022 17:59:20,1 award line(s) for case VMA-2022-000001,1,8,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,5.47,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
5A87E7882C8F10EC2CD3754D182D5D5E,NT000300,,07/03/2026 10:07:00,07/14/2026 10:07:00,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,SHP-2026-000001,VMA-2026-000017,No,Wanda Pettiford,5263 Patton Dr,Hinesville,GA,31313,USPS Priority,9405 5661 6292 6600 0450 57,Delivered,07/03/2026 10:07:00,05 JUL 26,07/14/2026 10:07:00,3 award line(s) for case VMA-2026-000017,1,32,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,23.38,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,05 JUL 26
7C1CAC33DF34ACA60A2D8155CC805D29,NT000301,,04/13/2026 11:45:00,04/23/2026 11:45:00,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,SHP-2026-000002,VMA-2026-000018,No,Dolores Quintanilla,4738 Bradley Ave,Colorado Springs,CO,80913,USPS Priority,9405 5495 2961 0209 4916 33,Delivered,04/13/2026 11:45:00,14 APR 26,04/23/2026 11:45:00,2 award line(s) for case VMA-2026-000018,1,25,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,10.99,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,14 APR 26
A50D4DBD1AFBE24D69E2E5C3DA157BDB,NT000302,,06/20/2026 10:41:00,06/28/2026 10:41:00,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,SHP-2026-000003,VMA-2026-000019,No,Alvin Kettering,2663 Bradley Ave,Savannah,GA,31405,USPS Priority,9405 5655 6578 3619 1268 54,Delivered,06/20/2026 10:41:00,06/21/2026 10:41:00,06/28/2026 10:41:00,3 award line(s) for case VMA-2026-000019,1,39,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,21.33,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
1C28FB32E85FC587466DB243EDBC602D,NT000303,,06/09/2026 08:06:00,06/19/2026 08:06:00,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,SHP-2026-000004,VMA-2026-000020,No,Tyler Ybarra,1184 Old Post Rd,Junction City,KS,66441,USPS Priority,9405 5310 4605 2471 7482 23,DELIVERED,06/09/2026 08:06:00,06/11/2026 08:06:00,06/19/2026 08:06:00,2 award line(s) for case VMA-2026-000020,1,31,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,12.93,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
B7E2749912E8181A64C9DECFDC0A16D6,NT000304,,06/28/2015 21:38:38,07/03/2015 21:38:38,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,SHP-2015-000002,VMA-2015-000001,Yes,Patricia Sandoval,8656 Eisenhower Blvd,Fayetteville,NC,28301,USPS Priority,9405 5643 2001 8215 5548 19,DELIVERED,06/28/2015 21:38:38,06/30/2015 21:38:38,07/03/2015 21:38:38,1 award line(s) for case VMA-2015-000001,1,10,CN=Ret Hamlin/OU=CHPSID/O=TACOM,14.56,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
0200F4CABC30BB6AD294216DD8C11895,NT000305,,09/21/2012 06:52:06,09/30/2012 06:52:06,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,SHP-2012-000002,VMA-2012-000001,Yes,Patricia Sandoval,8656 Eisenhower Blvd,Fayetteville,NC,28301,UPS Ground,1Z4HU8PMR63BZFSQLM,Complete,09/21/2012 06:52:06,09/23/2012 06:52:06,09/30/2012 06:52:06,1 award line(s) for case VMA-2012-000001,1,19,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,17.74,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
30A95F3BC6A0F1C1A10E8CFAF79772C3,NT000306,,11/23/2024 21:29:03,12/02/2024 21:29:03,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,SHP-2024-000005,VMA-2024-000001,Yes,Marcus Abernathy,1718 Marshall Ct,Savannah,GA,31405,USPS Priority,9405 5673 9556 3725 5088 53,Complete,11/23/2024 21:29:03,11/24/2024 21:29:03,12/02/2024 21:29:03,1 award line(s) for case VMA-2024-000001,1,8,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,12.99,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
813320D3818E76E2C74BFFEB8E565679,NT000307,,12/15/2017 05:48:10,12/16/2017 05:48:10,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,SHP-2017-000003,VMA-2017-000001,Yes,Clarence Mabry,1090 Liberty Ln,Manchester,NH,03104,USPS Priority,9405 5622 4811 8006 3230 84,In Transit,12/15/2017 05:48:10,16 DEC 17,,1 award line(s) for case VMA-2017-000001,1,37,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,17.82,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,16 DEC 17
3C341CB3DE65D786566ABB9D0252348B,NT000308,,07/14/2023 05:18:03,07/16/2023 05:18:03,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,SHP-2023-000003,VMA-2023-000001,Yes,Wanda Wentworth,3693 Eisenhower Blvd,El Paso,TX,79916,UPS Ground,1ZAERPUV3Z206FXY9D,In Transit,07/14/2023 05:18:03,N/A,,1 award line(s) for case VMA-2023-000001,1,37,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,6.99,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
8935DC556D83F9F24667B90FAB31DA69,NT000309,,07/20/2024 08:48:04,07/21/2024 08:48:04,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,SHP-2024-000006,VMA-2024-000002,Yes,Tyler Prentiss,8226 Sheridan Rd,Manchester,NH,03104,USPS Priority,9405 5538 5944 6354 7025 53,Shipped,07/20/2024 08:48:04,07/21/2024 08:48:04,,1 award line(s) for case VMA-2024-000002,1,11,CN=Ret Hamlin/OU=CHPSID/O=TACOM,19.16,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
25CB9D318978D0EFBA2E67F0102497CD,NT000310,,02/13/2006 10:30:07,02/15/2006 10:30:07,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,SHP-2006-000003,VMA-2006-000001,Yes,Alvin Kettering,2663 Bradley Ave,Savannah,GA,31405,USPS Priority,9405 5996 0542 5241 2602 97,Shipped,02/13/2006 10:30:07,02/15/2006 10:30:07,,1 award line(s) for case VMA-2006-000001,1,27,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,8.21,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
137EFF2963C4A1114DEAA6A93BEA7E5C,NT000311,,08/19/2013 08:34:22,08/24/2013 08:34:22,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,SHP-2013-000003,VMA-2013-000001,Yes,Rosalind Kirkbride,4720 Cantonment Way Apt 26C,Colorado Springs,CO,80913,USPS Registered Mail,9405 5551 4420 8787 4025 02,Returned,08/19/2013 08:34:22,08/21/2013 08:34:22,08/24/2013 08:34:22,1 award line(s) for case VMA-2013-000001,1,32,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,7.09,"Returned to sender - addressee unknown, forwarding order expired",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
F3A269CB931DB7DEDE7FA7C75B43B68B,NT000312,,08/16/2020 01:41:34,08/18/2020 01:41:34,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,SHP-2020-000002,VMA-2020-000001,Yes,Lamont Ybarra,5922 Cantonment Way Apt 6C,Tacoma,WA,98433,USPS Priority,9405 5364 2249 8424 9373 69,Label Created,08/16/2020 01:41:34,08/18/2020 01:41:34,,1 award line(s) for case VMA-2020-000001,1,33,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,24.04,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
2D0023F20DB0F6462F8738DA443C0317,NT000313,,04/25/2004 01:00:45,04/27/2004 01:00:45,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,SHP-2004-000003,VMA-2004-000001,Yes,Alvin Delgadillo,1924 Bradley Ave,Colorado Springs,CO,80913,USPS Priority,9405 5029 3344 6554 1354 09,Out for Delivery,04/25/2004 01:00:45,27 APR 04,,1 award line(s) for case VMA-2004-000001,1,14,CN=Ret Hamlin/OU=CHPSID/O=TACOM,20.69,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,27 APR 04
4C45650B5E4386DEF2DDFF93A2C62F27,NT000314,,10/17/2006 09:35:34,10/19/2006 09:35:34,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,SHP-2006-000004,VMA-2006-000002,Yes,Walter Rasmussen,4760 Bradley Ave,Warren,MI,48397,USPS Registered Mail,9405 5153 0358 7596 5810 63,Awaiting Pickup,10/17/2006 09:35:34,10/19/2006 09:35:34,,1 award line(s) for case VMA-2006-000002,1,11,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,6.72,Held at post office per requester,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
40BA3C268DB1CE6BE120EB7A2F02824D,NT000315,,06/10/2015 21:38:38,06/16/2015 21:38:38,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,SHP-2015-000003,VMA-2016-000094,No,Patricia Sandoval,8656 Eisenhower Blvd,Fayetteville,NC,28301,USPS Priority,9405 5363 0776 4887 7404 52,Delivered,06/10/2015 21:38:38,06/12/2015 21:38:38,06/16/2015 21:38:38,2 award line(s) for case VMA-2016-000094,1,11,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,17.06,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,
